ray,radius_kpc,ref_accel_mag,ref_selfconv_rel_l2,galax-50_rel_l2,galax-50_angle_deg,galax-100_rel_l2,galax-100_angle_deg,galax-200_rel_l2,galax-200_angle_deg,galax-500_rel_l2,galax-500_angle_deg,galpy-50_rel_l2,galpy-50_angle_deg
y-axis,4.6415888336127775,0.01053185437385996,1.8546578452492945e-13,2.995255817100962e-08,0.0,1.560366799778363e-11,0.0,1.5595102970434397e-11,0.0,1.5612562449261676e-11,0.0,2.9936888947610304e-08,0.0
y-axis,5.623413251903491,0.007758764120344754,1.8602059678917533e-13,8.555790301340519e-09,0.0,1.5603148303130815e-11,0.0,1.5594875752552505e-11,0.0,1.561164443615719e-11,0.0,8.57145940646573e-09,0.0
y-axis,6.812920690579608,0.005772847993127591,1.6241862593330428e-13,3.4649669966301888e-09,0.0,1.560976716391499e-11,0.0,1.5604207969502877e-11,0.0,1.5617429837293848e-11,0.0,3.4806362621990646e-09,0.0
y-axis,8.254041852680182,0.004389808485323768,1.313942413867795e-13,3.7353440999171457e-06,0.0,1.58196690777368e-11,0.0,1.561477309530487e-11,0.0,1.5624454776249098e-11,0.0,3.735359769421376e-06,0.0
y-axis,10.0,0.0033904864069769476,1.1934106266847204e-13,3.0357668196840728e-05,0.0,1.9678612140795818e-11,0.0,1.5617690321310552e-11,0.0,1.5624981254399578e-11,0.0,3.0357652527985964e-05,0.0
y-axis,12.115276586285876,0.002616317788899318,1.2581184937213587e-13,8.595675422744794e-05,0.0,1.2127997063453835e-10,0.0,1.5608957322855143e-11,0.0,1.5616582283423105e-11,0.0,8.595676989790223e-05,0.0
y-axis,14.677992676220676,0.001982011674457611,1.5316590321248397e-13,2.908521827147088e-05,0.0,2.6928587574672966e-09,0.0,1.5592070138690498e-11,0.0,1.5599728433851072e-11,0.0,2.9085233940999205e-05,0.0
y-axis,17.78279410038923,0.0014642081530870093,1.7445472578409432e-13,0.0004864694566068575,0.0,2.6987087799108392e-08,0.0,1.557548970713177e-11,0.0,1.558215393689428e-11,0.0,0.0004864694409451771,0.0
y-axis,21.54434690031882,0.0010671704480062394,1.6864931086582321e-13,9.982299670283551e-05,0.0,1.167496242452153e-07,0.0,1.5569379272123175e-11,0.0,1.5571614383471984e-11,0.0,9.982298103531453e-05,0.0
y-axis,26.10157215682533,0.0007829725814911759,1.4207284587816979e-13,0.0014720742691316398,0.0,5.403681353329568e-07,0.0,1.5571654715045762e-11,0.0,1.556971609921508e-11,0.0,0.0014720742848239041,0.0
y-axis,31.622776601683793,0.0005835547621738752,1.1277617138229875e-13,0.001716931150030049,0.0,3.3689669158096845e-06,0.0,1.5474674323707642e-11,0.0,1.5570171773609006e-11,0.0,0.0017169311657261883,0.0
y-axis,38.31186849557285,0.0004386569585378968,1.0652769259579217e-13,0.0005955393743596603,0.0,1.5738801982434883e-05,0.0,1.2243764056079796e-11,0.0,1.556886161635747e-11,0.0,0.0005955393586995952,0.0
y-axis,46.41588833612773,0.0003271000113111971,1.3158919217135098e-13,0.004316063032565161,0.0,3.144612757801495e-05,0.0,7.4980648659582e-11,0.0,1.5559510462320628e-11,0.0,0.0043160630169632236,0.0
y-axis,56.23413251903491,0.00023790143238501432,1.8081320806742556e-13,0.006165496240900225,0.0,4.773610217527937e-05,0.0,1.3418219949082543e-10,0.0,1.5544125261498848e-11,0.0,0.00616549622532773,0.0
y-axis,68.12920690579608,0.00016768712444710791,2.4229932111883666e-13,0.0028288505898030046,0.0,0.00024654247729159225,0.0,1.1942121778644592e-08,0.0,1.553301905429124e-11,0.0,0.00282885057417785,0.0
y-axis,82.54041852680173,0.00011557442894046636,2.847129441746533e-13,0.004087640264349064,0.0,0.0001802829880232863,0.0,9.175869327216507e-08,0.0,1.552365667292576e-11,0.0,0.00408764028008262,0.0
y-axis,100.0,7.899663604944899e-05,3.0846179084595583e-13,0.008884061490943123,0.0,0.0008180199930439461,0.0,5.075897363706751e-07,0.0,1.5509211799913835e-11,0.0,0.008884061506752047,0.0
y-axis,121.15276586285876,5.392165591133874e-05,3.060032473715098e-13,0.008622951295805653,0.0,0.0013542165842248472,0.0,2.594958521369344e-06,0.0,1.5481627949466025e-11,0.0,0.00862295131161025,0.0
y-axis,146.77992676220674,3.679472373339427e-05,2.963198793408849e-13,0.004653218624991063,0.0,3.2444499492325305e-05,0.0,9.667759695078518e-06,0.0,1.5446571510264885e-11,0.0,0.004653218640733402,0.0
y-axis,177.82794100389228,2.5099366237732237e-05,2.678176574556918e-13,4.806931417693561e-05,0.0,0.00324098288436104,0.0,1.1343820756229758e-05,0.0,1.5420843524520376e-11,0.0,4.8069329847238326e-05,0.0
y-axis,215.44346900318823,1.7116014427966414e-05,2.2685182035546556e-13,0.0001864920519993487,0.0,0.0058045497484672465,0.0,6.461896597300034e-05,0.0,1.5900214326666948e-11,0.0,0.00018649203633291445,0.0
y-axis,261.0157215682533,1.1668907928670198e-05,1.5563055686227017e-13,0.00705824895964388,0.0,0.0036860982508456763,0.0,0.0001764826673110853,0.0,3.2105335352017716e-11,0.0,0.007058248975423685,0.0
y-axis,316.22776601683796,7.953755089701492e-06,5.878508724637498e-14,0.016951629600291274,0.0,0.002876275035833014,0.0,0.0002718517510801395,0.0,2.2294457327633778e-10,0.0,0.016951629616226295,0.0
y-axis,383.1186849557285,5.420652791740721e-06,1.9063759206727937e-14,0.01880728762287428,0.0,0.008355258762238475,0.0,0.0005868338370178508,0.0,3.0703943693654524e-09,0.0,0.018807287638838457,0.0
y-axis,464.1588833612773,3.6939094552547973e-06,4.242147706655957e-14,0.009386414775475197,0.0,0.008937616964513418,0.0,0.0013699830596501127,0.0,2.7541105232540044e-09,0.0,0.009386414791291644,0.0
y-axis,562.341325190349,2.5170362125434473e-06,8.446651212299219e-14,0.005879360524715206,0.0,0.0054537646109518835,0.0,0.0004125578334007273,0.0,7.133467578146055e-08,0.0,0.005879360509138034,0.0
y-axis,681.2920690579608,1.71502639408211e-06,2.933701617683781e-13,0.023027026438949667,0.0,0.0006492477983852105,0.0,0.0025239665633860955,0.0,3.512674226589731e-07,0.0,0.0230270264236412,0.0
y-axis,825.4041852680173,1.1685223870712214e-06,7.464402796942753e-13,0.024407241131601302,0.0,0.0006681631783529695,0.0,0.005553283942186479,0.0,5.019165225509411e-07,0.0,0.02440724111631441,0.0
y-axis,1000.0,7.961462774268383e-07,1.343992179522419e-12,0.006179504246735905,0.0,0.005402448302211487,0.0,0.004562165666503239,0.0,1.3177628839111401e-05,0.0,0.00617950426250208,0.0
z-axis,0.001,0.029349243025980354,2.5167438063628407e-13,1.5768836228560325e-11,0.0,1.5766590191344686e-11,0.0,1.5777938589907904e-11,0.0,1.5752877543080798e-11,0.0,9.870742500298267e-14,0.0
z-axis,0.001211527658628589,0.03555498572305167,2.5214609826248613e-13,1.576888911734831e-11,0.0,1.5766742362641742e-11,0.0,1.5778061614730925e-11,0.0,1.5753276355845986e-11,0.0,9.914103553976413e-14,0.0
z-axis,0.0014677992676220691,0.04307152081972714,2.5405733250652e-13,1.5766698172323666e-11,0.0,1.5764442748953284e-11,0.0,1.5775880967474505e-11,0.0,1.575091020873099e-11,0.0,9.682210325710675e-14,0.0
z-axis,0.0017782794100389228,0.052174644012233005,2.542837693565593e-13,1.5767588604158988e-11,0.0,1.5765460706507466e-11,0.0,1.5776765162781166e-11,0.0,1.5752028352582248e-11,0.0,9.748431116025387e-14,0.0
z-axis,0.0021544346900318843,0.06319734413497785,2.5385121677843215e-13,1.5766883533474095e-11,0.0,1.5764248399735912e-11,0.0,1.577588690707956e-11,0.0,1.5750853136566804e-11,0.0,9.662157040011981e-14,0.0
z-axis,0.0026101572156825357,0.07654101174408533,2.498476459013009e-13,1.576923026631297e-11,0.0,1.5767054524839226e-11,0.0,1.577847716757637e-11,0.0,1.575345614062834e-11,0.0,9.954017242369264e-14,0.0
z-axis,0.0031622776601683794,0.09268832968265504,2.542335564611283e-13,1.5767571160735117e-11,0.0,1.576532528126108e-11,0.0,1.577670440392954e-11,0.0,1.5751700279118578e-11,0.0,9.762089447155348e-14,0.0
z-axis,0.003831186849557285,0.11221767038999673,2.5079966084155564e-13,1.57677301564627e-11,0.0,1.5765504123970027e-11,0.0,1.577688162337704e-11,0.0,1.5751900592070332e-11,0.0,9.757442426234567e-14,0.0
z-axis,0.004641588833612777,0.13581838265021434,2.531995854811576e-13,1.5767038594203532e-11,0.0,1.5764995014014017e-11,0.0,1.5776234705056362e-11,0.0,1.5751507384763202e-11,0.0,9.707005900208257e-14,0.0
z-axis,0.005623413251903491,0.1643055129393712,2.5136281660424423e-13,1.576642860358187e-11,0.0,1.5764401484093126e-11,0.0,1.5775212788033096e-11,0.0,1.57507184275441e-11,0.0,9.62881757153597e-14,0.0
z-axis,0.006812920690579608,0.1986309759095215,2.501245343253724e-13,1.57670681313658e-11,0.0,1.5764832381338308e-11,0.0,1.577587139709904e-11,0.0,1.575113841241993e-11,0.0,9.711539181909346e-14,0.0
z-axis,0.008254041852680182,0.2398854708623404,2.5015085017554216e-13,1.5766330064375013e-11,0.0,1.576401599545572e-11,0.0,1.577535493316026e-11,0.0,1.5750941506061713e-11,0.0,9.661237738049489e-14,0.0
z-axis,0.01,0.2892807517548023,2.4504824359134737e-13,1.576560187704217e-11,0.0,1.5763491046439582e-11,0.0,1.57748127742171e-11,0.0,1.5750058488059472e-11,0.0,9.575495188105896e-14,0.0
z-axis,0.012115276586285882,0.34809404343153677,2.4175910750141326e-13,1.576617029230409e-11,0.0,1.5763937688408958e-11,0.0,1.5775260179591416e-11,0.0,1.575070153674496e-11,0.0,9.632091090428029e-14,0.0
z-axis,0.01467799267622069,0.41754400724823404,2.431597480492286e-13,1.5762840638307165e-11,0.0,1.5760580542234535e-11,0.0,1.5771482182114275e-11,0.0,1.574768469993777e-11,0.0,9.266393897777669e-14,0.0
z-axis,0.01778279410038923,0.49854957701730096,2.35049924122373e-13,1.5761483661369175e-11,0.0,1.5759590791302815e-11,0.0,1.5770168594614816e-11,0.0,1.5746786082030396e-11,0.0,9.152583497329985e-14,0.0
z-axis,0.021544346900318832,0.5913005974313562,2.2399707934191206e-13,1.5759593339956078e-11,0.0,1.5757527985494416e-11,0.0,1.5767854757802722e-11,0.0,1.5745323618220966e-11,0.0,8.937352034096733e-14,0.0
z-axis,0.026101572156825358,0.6945522193508062,2.1515447643978571e-13,1.5755190056326597e-11,0.0,1.5753271888631742e-11,0.0,1.5763182421721838e-11,0.0,1.574160303515469e-11,0.0,8.535846242115177e-14,0.0
z-axis,0.03162277660168379,0.8045743476487922,2.003598345468359e-13,1.57478414310108e-11,0.0,1.574604757574282e-11,0.0,1.575487886321596e-11,0.0,1.5735284444134926e-11,0.0,7.796370972381884e-14,0.0
z-axis,0.03831186849557287,0.9138167256218431,1.7810868508591075e-13,1.5738806009180365e-11,0.0,1.5737105107685685e-11,0.0,1.5745002150339563e-11,0.0,1.5727507163537125e-11,0.0,6.876501757069812e-14,0.0
z-axis,0.046415888336127774,1.0097207800428727,1.4513857904784025e-13,1.572686457452553e-11,0.0,1.572532522595987e-11,0.0,1.573170252716046e-11,0.0,1.5717188669255672e-11,0.0,5.6735989991436696e-14,0.0
z-axis,0.05623413251903491,1.0748426780191043,1.045311768780148e-13,1.5711283784791484e-11,0.0,1.5710457451377428e-11,0.0,1.5715208868508247e-11,0.0,1.5704673117479038e-11,0.0,4.1316670702776965e-14,0.0
z-axis,0.06812920690579612,1.0903162399250048,5.2542102899059336e-14,1.569074186846526e-11,0.0,1.5690334565342013e-11,0.0,1.5692574732519878e-11,0.0,1.5687279791917647e-11,0.0,2.0976110847299982e-14,0.0
z-axis,0.08254041852680181,1.0443270473359956,4.465015739389782e-15,1.5669015948301357e-11,0.0,1.5669015948301357e-11,0.0,1.5669015948301357e-11,0.0,1.5669015948301357e-11,0.0,1.063098985568991e-15,0.0
z-axis,0.1,0.9430272576454785,5.4391114701975927e-14,1.5650160282851455e-11,0.0,1.5650866660964466e-11,0.0,1.564827660788342e-11,0.0,1.5653456714045515e-11,0.0,1.9543127793349593e-14,0.0
z-axis,0.12115276586285877,0.8133816975194083,8.271579689766093e-14,1.564051983351731e-11,0.0,1.564106581237472e-11,0.0,1.5637380455087198e-11,0.0,1.5645024159090945e-11,0.0,2.975584772885906e-14,0.0
z-axis,0.1467799267622069,0.6876765766421341,8.346733380595497e-14,1.563938896153963e-11,0.0,1.5640034743619367e-11,0.0,1.563616005114095e-11,0.0,1.5644393772657587e-11,0.0,3.0351757747617456e-14,0.0
z-axis,0.1778279410038923,0.5811511355789544,7.526921052413848e-14,1.5640139584772154e-11,0.0,1.564090373919372e-11,0.0,1.5637274005691287e-11,0.0,1.5644915549906935e-11,0.0,2.98020224410272e-14,0.0
z-axis,0.21544346900318823,0.4894604180889175,8.335852021350963e-14,1.563613037185769e-11,0.0,1.5636810849573717e-11,0.0,1.563295480918289e-11,0.0,1.564089371586989e-11,0.0,3.3456821038072505e-14,0.0
z-axis,0.2610157215682536,0.40442119945091975,1.0802419872726401e-13,1.5627271981316908e-11,0.0,1.562823280646442e-11,0.0,1.5623016898520788e-11,0.0,1.5633723235878764e-11,0.0,4.2413567225820807e-14,0.0
z-axis,0.31622776601683794,0.32482586925555723,1.3500713343184362e-13,1.5616907435949998e-11,0.0,1.5618274596794878e-11,0.0,1.561195147788731e-11,0.0,1.5625281296124884e-11,0.0,5.2806587633460816e-14,0.0
z-axis,0.3831186849557285,0.2556234172805778,1.370278857843509e-13,1.5614447023059957e-11,0.0,1.561553282247188e-11,0.0,1.5609018026000358e-11,0.0,1.562313341835532e-11,0.0,5.5158610125547326e-14,0.0
z-axis,0.46415888336127775,0.20083748388086572,1.2755784327802705e-13,1.5620929730661014e-11,0.0,1.5622449921642656e-11,0.0,1.561636915771608e-11,0.0,1.5628807083929537e-11,0.0,4.8784310592782025e-14,0.0
z-axis,0.5623413251903491,0.15911731280232375,1.1599905415274093e-13,1.562515981170634e-11,0.0,1.5626729723717428e-11,0.0,1.5621147814344666e-11,0.0,1.5632834937093887e-11,0.0,4.448084031420376e-14,0.0
z-axis,0.6812920690579608,0.12625387896633344,1.2047198519280627e-13,1.562134730625802e-11,0.0,1.5622886181981288e-11,0.0,1.5616730679088224e-11,0.0,1.5629481363652427e-11,0.0,4.8584504977384995e-14,0.0
z-axis,0.8254041852680182,0.09906995624942466,1.4414302978281637e-13,1.5614234166928178e-11,0.0,1.5615915135205528e-11,0.0,1.5608911100716568e-11,0.0,1.5623479492453604e-11,0.0,5.533187246278354e-14,0.0
z-axis,1.0,0.07653562705765375,1.5702705659569506e-13,1.560914219397424e-11,0.0,1.5611136763977188e-11,0.0,1.5603339808511122e-11,0.0,1.56192963685347e-11,0.0,6.03810737255869e-14,0.0
z-axis,1.2115276586285877,0.05879498282700229,1.4327442231135146e-13,1.561514175488839e-11,0.0,1.561691203193507e-11,0.0,1.5609476868339013e-11,0.0,1.562422917706135e-11,0.0,5.476056997731264e-14,0.0
z-axis,1.467799267622069,0.045628580320574166,1.1633616034501358e-13,1.5626455545635064e-11,0.0,1.562812835316944e-11,0.0,1.562234956350524e-11,0.0,1.5633907142833634e-11,0.0,4.273262883260786e-14,0.0
z-axis,1.7782794100389228,0.03599339124293364,9.581287428478335e-14,1.5640439619162433e-11,0.0,1.5636776752741082e-11,0.0,1.563195719166036e-11,0.0,1.5641981878708265e-11,0.0,2.9302931370796124e-14,0.0
z-axis,2.154434690031882,0.02864046335705504,1.0090791042546952e-13,1.610456331764978e-11,0.0,1.563709197751551e-11,0.0,1.5632246459607924e-11,0.0,1.5642422047213853e-11,0.0,4.3524864604883005e-13,0.0
z-axis,2.610157215682536,0.022638410654686057,1.3118617893159994e-13,3.4737364557649844e-11,0.0,1.5625407996877778e-11,0.0,1.5619277801600604e-11,0.0,1.5632610976328463e-11,0.0,1.9067665899894462e-11,0.0
z-axis,3.1622776601683795,0.017536617271471152,1.7014252706162357e-13,1.3125763954255364e-10,0.0,1.5609587657162577e-11,0.0,1.5601674051252734e-11,0.0,1.5619083984254386e-11,0.0,1.1558810632062402e-10,0.0
z-axis,3.831186849557285,0.013290469789847784,1.94480557879177e-13,6.965611987611138e-09,0.0,1.5601909077159155e-11,0.0,1.5592902930519116e-11,0.0,1.5612350986307028e-11,0.0,6.9812809859545725e-09,0.0
z-axis,4.6415888336127775,0.009973030195726526,1.8611736682506955e-13,3.195640232688315e-08,0.0,1.56034190570465e-11,0.0,1.5594895925294702e-11,0.0,1.5612637954655593e-11,0.0,3.194073298401112e-08,0.0
z-axis,5.623413251903491,0.007517128195984059,1.602693771684934e-13,9.671869104070473e-09,0.0,1.5611783491467258e-11,0.0,1.560462963877867e-11,0.0,1.5618821959435058e-11,0.0,9.68753834915289e-09,0.0
z-axis,6.812920690579608,0.005723379821513137,1.4199965297434771e-13,1.448778510631789e-09,0.0,1.5617840167473104e-11,0.0,1.561329375382398e-11,0.0,1.5624508240825155e-11,0.0,1.4644477252734973e-09,0.0
z-axis,8.254041852680182,0.004384954150653015,1.4063868732082467e-13,3.745232956596798e-06,0.0,1.5817401732219637e-11,0.0,1.5613070137279563e-11,0.0,1.5623158144386965e-11,0.0,3.745248625843289e-06,0.0
z-axis,10.0,0.0033479726871203782,1.5932850077153975e-13,3.075555319168274e-05,0.0,1.9699090857583777e-11,0.0,1.5601369074326797e-11,0.0,1.5612768186577117e-11,0.0,3.075553752308481e-05,0.0
z-axis,12.115276586285876,0.00252381120438354,1.833486936000529e-13,8.91194236431704e-05,0.0,1.266405063744178e-10,0.0,1.5584638956001638e-11,0.0,1.5597354797919542e-11,0.0,8.91194393137272e-05,0.0
z-axis,14.677992676220676,0.0018763419902644884,1.9461233271324716e-13,3.0732241285750165e-05,0.0,2.845891605548669e-09,0.0,1.557384036882275e-11,0.0,1.5585512486164812e-11,0.0,3.073225695550991e-05,0.0
z-axis,17.78279410038923,0.00138746025483081,1.7769703540323184e-13,0.0005134043792749758,0.0,2.848942176544882e-08,0.0,1.5571855335504543e-11,0.0,1.5578575627960425e-11,0.0,0.0005134043636135686,0.0
z-axis,21.54434690031882,0.0010298845870898448,1.5327915214264908e-13,0.0001034396690545986,0.0,1.2101386977232258e-07,0.0,1.55744672570634e-11,0.0,1.55744672570634e-11,0.0,0.0001034396533866479,0.0
z-axis,26.10157215682533,0.0007689642510690646,1.3450935737432766e-13,0.0014989161254378301,0.0,5.503066767019584e-07,0.0,1.5573194487114507e-11,0.0,1.5570374584444187e-11,0.0,0.0014989161411305886,0.0
z-axis,31.622776601683793,0.0005744284146637106,1.3759475742591147e-13,0.0017442038025131034,0.0,3.422714102023754e-06,0.0,1.546176259749203e-11,0.0,1.556104221670468e-11,0.0,0.001744203818209664,0.0
z-axis,38.31186849557285,0.0004251635684764198,1.6550035377319355e-13,0.0006144223749968303,0.0,1.6238683458161704e-05,0.0,1.2110086749358842e-11,0.0,1.554683292470701e-11,0.0,0.0006144223593366463,0.0
z-axis,46.41588833612773,0.00030922407659706287,2.0248318355442467e-13,0.00456558713426169,0.0,3.326422828270751e-05,0.0,8.02566203158699e-11,0.0,1.5529846593216517e-11,0.0,0.004565587118663822,0.0
z-axis,56.23413251903491,0.00022079258303954458,2.357040420601251e-13,0.006643289591623216,0.0,5.143562602391617e-05,0.0,1.4577349729996622e-10,0.0,1.5520374594524143e-11,0.0,0.0066432895760577875,0.0
z-axis,68.12920690579608,0.00015560868057075698,2.661581785607696e-13,0.0030484182886310446,0.0,0.0002656801105144108,0.0,1.2868020178913693e-08,0.0,1.5520087506386294e-11,0.0,0.0030484182730095804,0.0
z-axis,82.54041852680173,0.00010878669257929827,2.9014427222783217e-13,0.00434274513605187,0.0,0.00019153220825266415,0.0,9.748613699787756e-08,0.0,1.5517174802864578e-11,0.0,0.004342745151789175,0.0
z-axis,100.0,7.559820264019281e-05,3.094208731749067e-13,0.00928340868390096,0.0,0.0008547943858160235,0.0,5.304110172885642e-07,0.0,1.550600140513052e-11,0.0,0.009283408699715844,0.0
z-axis,121.15276586285876,5.2276310041920684e-05,3.072088421517904e-13,0.008894365247294572,0.0,0.0013968390116121364,0.0,2.67664169363363e-06,0.0,1.5478659181020392e-11,0.0,0.008894365263103122,0.0
z-axis,146.77992676220674,3.600649879267046e-05,2.9678441450515926e-13,0.004755092588957084,0.0,3.315396966588733e-05,0.0,9.879410581822801e-06,0.0,1.5443516701775932e-11,0.0,0.004755092604700773,0.0
z-axis,177.82794100389228,2.472469420449414e-05,2.692724492507756e-13,4.8702980557559644e-05,0.0,0.0032900963328585343,0.0,1.1515720910444489e-05,0.0,1.5419239319154382e-11,0.0,4.870299622770881e-05,0.0
z-axis,215.44346900318823,1.6939052756808804e-05,2.3002180897066423e-13,0.00018844142237357301,0.0,0.00586519202365443,0.0,6.529407654733767e-05,0.0,1.5906108099799934e-11,0.0,0.00018844140670708765,0.0
z-axis,261.0157215682533,1.158573860697341e-05,1.527998274271631e-13,0.0071090017462779025,0.0,0.0037125594432978145,0.0,0.00017774959946219562,0.0,3.2223217195460215e-11,0.0,0.007109001762058688,0.0
z-axis,316.22776601683796,7.914809956327239e-06,5.6719929413582964e-14,0.017035141022296266,0.0,0.0028904314505728244,0.0,0.0002731894576285625,0.0,2.2396324309511356e-10,0.0,0.017035141038232424,0.0
z-axis,383.1186849557285,5.402464597528845e-06,2.0852590507737818e-14,0.01887047432725239,0.0,0.008383387043957826,0.0,0.0005888095692957587,0.0,3.0807877481547852e-09,0.0,0.01887047434321748,0.0
z-axis,464.1588833612773,3.6854312019346876e-06,4.2059401153970433e-14,0.009407978819569555,0.0,0.00895817780896188,0.0,0.0013731346756061776,0.0,2.7604219315861163e-09,0.0,0.009407978835386419,0.0
z-axis,562.341325190349,2.5130893822605765e-06,8.729555537794137e-14,0.005888440411506702,0.0,0.005462331427190901,0.0,0.00041320578884256905,0.0,7.144666424348897e-08,0.0,0.005888440395929502,0.0
z-axis,681.2920690579608,1.7131907389727727e-06,2.9356089838172193e-13,0.023051927748703006,0.0,0.0006499379430333041,0.0,0.002526670936635113,0.0,3.516437713749017e-07,0.0,0.023051927733394578,0.0
z-axis,825.4041852680173,1.1676691732922697e-06,7.458975949137105e-13,0.024425202361724685,0.0,0.0006686531392502487,0.0,0.005557341862195969,0.0,5.022834778909666e-07,0.0,0.02442520234643841,0.0
z-axis,1000.0,7.957498762569192e-07,1.3451939095816786e-12,0.00618285248664415,0.0,0.005405144489216991,0.0,0.004564438357512087,0.0,1.3184193824173814e-05,0.0,0.006182852502410195,0.0
diagonal,0.001,0.02643047327348558,2.1958871319840978e-13,1.5755330689082142e-11,0.0,1.5753318887608e-11,8.537736462515939e-07,1.576308912018098e-11,0.0,1.5741515730277846e-11,8.537736462515939e-07,8.596933886683973e-14,8.537736462515939e-07
diagonal,0.001211527658628589,0.03201934838415339,2.2073302263721883e-13,1.5755465606411052e-11,0.0,1.5753487641596332e-11,0.0,1.5763530534981418e-11,1.2074182697257333e-06,1.574167089812243e-11,1.2074182697257333e-06,8.630225846145411e-14,0.0
diagonal,0.0014677992676220691,0.03878894595903589,2.189360977058663e-13,1.575616880194441e-11,0.0,1.5754327705190808e-11,0.0,1.5764196997961056e-11,0.0,1.5742391175645017e-11,0.0,8.70090443088605e-14,0.0
diagonal,0.0017782794100389228,0.046987870739439254,2.2135411885279793e-13,1.5754766805139906e-11,0.0,1.5752820462201013e-11,1.2074182697257333e-06,1.5762644526815703e-11,0.0,1.5741135832679526e-11,0.0,8.56730920196099e-14,1.2074182697257333e-06
diagonal,0.0021544346900318843,0.05691641949613545,2.19840850316086e-13,1.5755277558195067e-11,0.0,1.575330884693013e-11,1.2074182697257333e-06,1.5763253314061195e-11,8.537736462515939e-07,1.5741446776614047e-11,8.537736462515939e-07,8.596094911052891e-14,0.0
diagonal,0.0026101572156825357,0.06893682029384463,2.2091887460362586e-13,1.5754878621108065e-11,0.0,1.5752871326632024e-11,1.2074182697257333e-06,1.5762850899909572e-11,0.0,1.5741195592865755e-11,1.2074182697257333e-06,8.568207241313171e-14,0.0
diagonal,0.0031622776601683794,0.08348509886419846,2.1956560775163965e-13,1.5754732087871046e-11,0.0,1.5752651012637584e-11,0.0,1.576272242142156e-11,0.0,1.5740995811309483e-11,0.0,8.543842436676969e-14,0.0
diagonal,0.003831186849557285,0.1010845003964943,2.203222065721465e-13,1.5755442751155407e-11,0.0,1.5753630391088446e-11,0.0,1.5763325327145227e-11,0.0,1.574172380395856e-11,0.0,8.624777844260289e-14,0.0
diagonal,0.004641588833612777,0.12236006176649689,2.214431165148649e-13,1.575389439176069e-11,0.0,1.575197389730462e-11,0.0,1.5761817307023883e-11,0.0,1.5740210674986153e-11,0.0,8.466502386711659e-14,0.0
diagonal,0.005623413251903491,0.14805328670608037,2.1896747202614578e-13,1.5754512728318177e-11,0.0,1.5752481718854307e-11,8.537736462515939e-07,1.5762320395023298e-11,8.537736462515939e-07,1.5740822975556812e-11,8.537736462515939e-07,8.556149892119351e-14,8.537736462515939e-07
diagonal,0.006812920690579608,0.17903468757374674,2.2045876175085575e-13,1.575382529684252e-11,1.2074182697257333e-06,1.575196850023933e-11,1.2074182697257333e-06,1.5761774953219365e-11,0.0,1.5740287015408833e-11,0.0,8.462601310532484e-14,0.0
diagonal,0.008254041852680182,0.21630982362830609,2.183750235336853e-13,1.575358625562018e-11,8.537736462515939e-07,1.5751753282531856e-11,0.0,1.5761457826958114e-11,0.0,1.574009758238833e-11,0.0,8.466287656461816e-14,0.0
diagonal,0.01,0.2610107407786896,2.16719517736283e-13,1.5752622511892158e-11,0.0,1.5750681432326008e-11,0.0,1.5760481519407844e-11,1.2074182697257333e-06,1.573921279113586e-11,0.0,8.341262479873054e-14,0.0
diagonal,0.012115276586285882,0.31435841522536917,2.1441957191117725e-13,1.5752967761940355e-11,0.0,1.5751093806930897e-11,8.537736462515939e-07,1.5760729520193062e-11,8.537736462515939e-07,1.5739655115910047e-11,0.0,8.36393091768352e-14,8.537736462515939e-07
diagonal,0.01467799267622069,0.3775715804670633,2.1193965564054526e-13,1.5751396642485323e-11,0.0,1.5749476984047876e-11,0.0,1.5758970780209836e-11,0.0,1.5738313662874226e-11,0.0,8.242081227210865e-14,1.2074182697257333e-06
diagonal,0.01778279410038923,0.4516817962967669,2.08747050563434e-13,1.574988750855791e-11,8.537736462515939e-07,1.5748036298215414e-11,8.537736462515939e-07,1.5757261903761192e-11,1.2074182697257333e-06,1.5736868338619974e-11,8.537736462515939e-07,8.096459311962818e-14,0.0
diagonal,0.021544346900318832,0.537193737540649,2.016856581119278e-13,1.574827099745976e-11,0.0,1.5746509188486598e-11,0.0,1.5755360213769975e-11,1.2074182697257333e-06,1.5735772248202694e-11,1.2074182697257333e-06,7.934224015533178e-14,0.0
diagonal,0.026101572156825358,0.6335086479922118,1.9214101362330325e-13,1.5744612259095863e-11,8.537736462515939e-07,1.574295691895895e-11,0.0,1.5751350824445977e-11,0.0,1.5732530771210332e-11,0.0,7.535764398119885e-14,0.0
diagonal,0.03162277660168379,0.7380276841229838,1.8139945730428794e-13,1.5739287712183027e-11,0.0,1.5737601399385922e-11,0.0,1.574581691689917e-11,0.0,1.572796244252982e-11,0.0,7.036593718045693e-14,0.0
diagonal,0.03831186849557287,0.8449234103630922,1.6262078631233428e-13,1.5733200535237247e-11,0.0,1.573176228849116e-11,8.537736462515939e-07,1.5738913043586387e-11,0.0,1.5723203691333237e-11,0.0,6.404904777612476e-14,0.0
diagonal,0.046415888336127774,0.943820050412888,1.383371277437103e-13,1.5723734056873506e-11,0.0,1.5722616853387878e-11,0.0,1.5728741019226764e-11,8.537736462515939e-07,1.571513704436055e-11,0.0,5.4704010992246476e-14,8.537736462515939e-07
